"Path","LineNumber","Pattern","Note"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\download-helpers\script.txt","236","sk-","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\download-helpers\script.txt","237","OPENAI_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\download-helpers\script.txt","238","ANTHROPIC_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\download-helpers\script.txt","239","GROQ_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\download-helpers\script.txt","240","OPENROUTER_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\download-helpers\script.txt","241","VERCEL_TOKEN","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\download-helpers\script.txt","242","SUPABASE_SERVICE_ROLE","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\download-helpers\script.txt","243","FIREBASE_PRIVATE_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\download-helpers\script.txt","243","PRIVATE_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\download-helpers\script.txt","244","PRIVATE_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\download-helpers\script.txt","245","CLIENT_SECRET","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\06_FABLE_PROMPT.md","151","sk-","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\07_CALENDAR_AND_CHECKLIST.md","153","sk-","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\README.md","62","sk-","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\README.md","71","sk-","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\README.md","76","sk-","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\fable-output\privacy-risk-report.md","1","sk-","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\scripts\02-token-string-scan.ps1","10","ghp_","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\scripts\02-token-string-scan.ps1","11","github_pat_","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\scripts\02-token-string-scan.ps1","12","sk-","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\scripts\02-token-string-scan.ps1","13","OPENAI_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\scripts\02-token-string-scan.ps1","14","ANTHROPIC_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\scripts\02-token-string-scan.ps1","15","GROQ_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\scripts\02-token-string-scan.ps1","16","OPENROUTER_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\scripts\02-token-string-scan.ps1","17","VERCEL_TOKEN","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\scripts\02-token-string-scan.ps1","18","SUPABASE_SERVICE_ROLE","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\scripts\02-token-string-scan.ps1","19","FIREBASE_PRIVATE_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\scripts\02-token-string-scan.ps1","19","PRIVATE_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\source-cards\privacy-risk-cards.md","13","sk-","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\source-cards\privacy-risk-cards.md","19","sk-","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\Money\docs\money.md","747","GROQ_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\Money\docs\money.md","992","GROQ_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\Money\docs\money.md","994","GROQ_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\Money\docs\money.md","1009","GROQ_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\Money\docs\money.md","1963","GROQ_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\Money\docs\money.md","2227","GROQ_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\Money\moneyapp2\package-lock.json","4685","sk-","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\Money\moneyapp2\app\api\coach\route.ts","13","GROQ_API_KEY","Line content intentionally redacted. Open file locally to inspect."
"C:\dev\SylvieApp\SylvieApp\package-lock.json","2764","sk-","Line content intentionally redacted. Open file locally to inspect."
